entry_id,annotation_type,lpips
5563_4_det1,number_letter,0.0536
5563_4_det2,number_letter,0.0734
5563_6_det0,arrow,0.0587
5563_6_det1,arrow,0.0549
5579_0_det1,arrow,0.2664
5579_0_det2,arrow,0.0522
5579_0_det3,number_letter,0.1473
5579_0_det4,number_letter,0.1514
5579_0_det5,number_letter,0.2589
5579_0_det6,number_letter,0.1176
5579_0_det7,number_letter,0.1619
5579_0_det8,number_letter,0.1810
5579_0_det9,number_letter,0.1307
5579_0_det10,number_letter,0.1400
5579_0_det11,number_letter,0.1862
5579_0_det12,number_letter,0.1545
5579_0_det13,number_letter,0.1718
5579_1_det0,freeform_bbox,0.4430
5579_1_det1,arrow,0.2638
5579_1_det2,number_letter,0.1396
5579_1_det3,number_letter,0.1436
5579_1_det4,number_letter,0.1702
5579_1_det5,number_letter,0.2655
5579_1_det6,arrow,0.0716
5579_1_det7,number_letter,0.1687
5579_1_det8,number_letter,0.1842
5579_1_det9,number_letter,0.1615
5579_1_det10,number_letter,0.1248
5579_1_det11,number_letter,0.1391
5579_1_det12,number_letter,0.1891
5579_1_det13,number_letter,0.1870
5579_1_det14,number_letter,0.1777
5579_1_det15,number_letter,0.1471
5579_4_det0,arrow,0.2668
5579_4_det2,number_letter,0.1339
5579_4_det3,number_letter,0.1417
5579_4_det4,number_letter,0.1818
5579_4_det5,number_letter,0.2664
5579_4_det6,number_letter,0.1614
5579_4_det7,number_letter,0.1897
5579_4_det8,number_letter,0.1533
5579_4_det9,number_letter,0.1305
5579_4_det10,number_letter,0.1131
5579_4_det11,number_letter,0.1390
5579_4_det12,number_letter,0.1903
5579_4_det13,number_letter,0.1899
5579_4_det14,number_letter,0.1493
5579_4_det15,number_letter,0.1784
560_0_det0,arrow,0.2673
560_0_det1,freeform_bbox,0.3369
560_0_det2,number_letter,0.2163
560_0_det3,number_letter,0.1926
560_0_det4,number_letter,0.3083
560_0_det5,number_letter,0.2357
560_0_det6,number_letter,0.2301
5650_1_det0,arrow,0.0937
5650_1_det1,arrow,0.0997
5650_1_det2,number_letter,0.2183
567_3_det0,arrow,0.2299
567_3_det1,number_letter,0.1424
567_3_det3,number_letter,0.1428
567_3_det4,number_letter,0.2034
567_3_det5,number_letter,0.1508
567_3_det6,number_letter,0.1744
567_3_det7,number_letter,0.1338
567_4_det0,arrow,0.2319
567_4_det1,number_letter,0.1345
567_4_det2,number_letter,0.1419
567_4_det3,number_letter,0.2018
567_4_det4,number_letter,0.1465
567_4_det5,number_letter,0.1637
567_4_det6,arrow,0.2217
5688_1_det0,freeform_bbox,0.6292
5688_1_det1,arrow,0.3312
5688_1_det2,number_letter,0.1507
5683_0_det1,number_letter,0.0898
5683_4_det1,number_letter,0.0885
5683_4_det2,number_letter,0.1050
5697_0_det0,number_letter,0.2103
5697_0_det1,number_letter,0.1793
5697_0_det2,number_letter,0.2948
5697_0_det4,number_letter,0.1725
5697_0_det5,number_letter,0.1622
5770_1_det0,freeform_bbox,0.5231
5798_1_det1,freeform_bbox,0.4619
5798_1_det3,arrow,0.4307
5829_1_det0,arrow,0.3605
5829_1_det1,number_letter,0.2059
5829_1_det2,number_letter,0.2040
5829_1_det3,number_letter,0.2081
5829_1_det4,number_letter,0.1705
5829_1_det5,number_letter,0.2062
580_0_det0,number_letter,0.3972
580_0_det1,arrow,0.3561
580_15_det2,arrow,0.2810
5846_1_det0,arrow,0.1585
5846_1_det1,number_letter,0.1506
5846_1_det2,number_letter,0.1786
5846_1_det3,number_letter,0.1373
5846_1_det4,freeform_bbox,0.4051
5846_1_det5,number_letter,0.1322
5846_1_det6,number_letter,0.1182
5846_1_det7,number_letter,0.1185
5846_1_det8,number_letter,0.1711
5846_1_det9,number_letter,0.1478
5846_1_det10,number_letter,0.1097
5846_1_det11,number_letter,0.1146
5846_1_det12,number_letter,0.1856
5846_1_det13,number_letter,0.0396
5846_1_det14,number_letter,0.1413
577_5_det1,number_letter,0.1478
577_5_det2,number_letter,0.1437
577_5_det3,number_letter,0.1657
577_5_det4,number_letter,0.1557
577_5_det5,number_letter,0.1510
577_5_det6,number_letter,0.1495
577_5_det7,number_letter,0.1518
577_5_det8,number_letter,0.1927
577_5_det9,number_letter,0.1443
577_5_det10,number_letter,0.1564
577_5_det11,number_letter,0.1737
577_5_det12,number_letter,0.1510
577_5_det13,number_letter,0.1753
577_5_det14,number_letter,0.1813
577_5_det15,number_letter,0.1660
577_5_det16,number_letter,0.1602
577_8_det1,number_letter,0.1441
577_8_det2,number_letter,0.1465
577_8_det3,number_letter,0.1572
577_8_det4,number_letter,0.1631
577_8_det5,number_letter,0.1543
577_8_det6,number_letter,0.1528
577_8_det7,number_letter,0.1503
577_8_det8,number_letter,0.1974
577_8_det9,number_letter,0.1548
577_8_det10,number_letter,0.1456
577_8_det11,number_letter,0.1728
577_8_det12,number_letter,0.1491
577_8_det13,number_letter,0.1460
577_8_det14,number_letter,0.1759
577_8_det15,number_letter,0.1852
577_8_det16,number_letter,0.1676
577_8_det17,number_letter,0.1597
5752_13_det0,arrow,0.2023
5752_23_det2,arrow,0.3312
5752_41_det0,arrow,0.2032
5882_0_det0,freeform_bbox,0.5444
5882_0_det1,number_letter,0.4279
59_0_det0,freeform_bbox,0.3664
59_0_det4,arrow,0.2884
59_1_det0,arrow,0.1599
59_1_det2,arrow,0.2626
5888_1_det0,arrow,0.2593
5888_1_det2,arrow,0.2642
5888_6_det0,number_letter,0.1882
5888_6_det2,arrow,0.2591
5888_6_det3,number_letter,0.1641
5888_6_det4,number_letter,0.1947
5888_6_det5,number_letter,0.1829
5888_6_det6,number_letter,0.2178
5934_0_det0,arrow,0.0766
5934_0_det1,number_letter,0.1650
5934_0_det2,freeform_bbox,0.2286
5934_0_det3,number_letter,0.0605
5934_0_det4,number_letter,0.1232
5934_0_det5,number_letter,0.1420
5934_0_det6,number_letter,0.1571
5934_0_det7,number_letter,0.1534
5934_0_det8,arrow,0.4296
5934_0_det9,arrow,0.2443
5934_2_det0,arrow,0.2195
5934_2_det1,freeform_bbox,0.1988
5934_2_det2,number_letter,0.0778
5934_2_det3,number_letter,0.0664
5934_2_det4,number_letter,0.1276
5902_11_det0,arrow,0.1623
5902_11_det1,number_letter,0.1539
5902_11_det2,number_letter,0.1031
5902_11_det3,number_letter,0.1054
5902_11_det4,number_letter,0.2099
5902_11_det5,arrow,0.1960
5902_13_det0,arrow,0.1613
5902_13_det1,number_letter,0.1113
5902_13_det2,number_letter,0.1055
5902_13_det3,number_letter,0.1059
5902_13_det4,number_letter,0.1408
5902_13_det5,arrow,0.1902
5902_18_det0,arrow,0.1626
5902_18_det1,number_letter,0.1114
5902_18_det2,number_letter,0.1061
5902_18_det3,arrow,0.1873
5902_21_det0,arrow,0.1627
5902_21_det1,number_letter,0.1109
5902_21_det2,number_letter,0.1059
5902_21_det3,number_letter,0.1394
5902_21_det4,number_letter,0.1553
5902_21_det5,arrow,0.1806
6036_12_det2,arrow,0.1850
6043_3_det0,arrow,0.3063
6043_3_det1,freeform_bbox,0.2380
6043_3_det2,number_letter,0.0620
6043_3_det3,number_letter,0.1412
6043_3_det4,number_letter,0.1545
6043_3_det5,number_letter,0.1487
6043_3_det6,number_letter,0.1463
6043_5_det0,arrow,0.3088
6043_5_det2,number_letter,0.1561
6043_5_det4,number_letter,0.1505
6043_5_det5,number_letter,0.1565
6043_5_det6,number_letter,0.1503
6043_5_det7,number_letter,0.1503
6043_7_det0,arrow,0.3073
6043_7_det1,number_letter,0.1483
6043_7_det2,freeform_bbox,0.2392
6043_7_det3,number_letter,0.1425
6043_7_det4,number_letter,0.1553
6043_7_det5,number_letter,0.1504
6089_4_det0,number_letter,0.2200
6089_4_det1,number_letter,0.1934
6089_4_det2,number_letter,0.1874
6089_4_det3,number_letter,0.1461
6089_4_det4,number_letter,0.2089
6089_4_det5,number_letter,0.2115
6089_4_det6,number_letter,0.2117
6089_4_det7,number_letter,0.2205
6089_5_det0,arrow,0.1947
6089_5_det1,number_letter,0.2212
6089_5_det2,number_letter,0.1443
6089_6_det0,number_letter,0.2212
6089_6_det1,number_letter,0.1986
6089_6_det2,number_letter,0.1508
6089_6_det3,number_letter,0.2087
6089_6_det4,number_letter,0.2100
6089_6_det5,number_letter,0.2125
6089_6_det6,number_letter,0.1441
6089_6_det7,number_letter,0.2149
6089_6_det8,number_letter,0.2168
6116_0_det0,freeform_bbox,0.5544
6116_0_det1,number_letter,0.2493
6116_0_det2,number_letter,0.2084
6116_0_det3,number_letter,0.2229
6116_0_det4,arrow,0.3248
6116_0_det5,number_letter,0.2259
6116_0_det7,arrow,0.3794
6116_0_det8,number_letter,0.2766
6116_0_det9,number_letter,0.2286
6116_1_det1,number_letter,0.1737
6116_1_det2,number_letter,0.2291
6116_1_det3,number_letter,0.2169
6116_1_det4,number_letter,0.2323
6116_1_det5,number_letter,0.2171
6116_1_det6,freeform_bbox,0.3440
6116_1_det7,number_letter,0.1911
6116_1_det8,number_letter,0.1712
6116_1_det9,number_letter,0.2222
6198_1_det1,number_letter,0.1304
6198_1_det2,number_letter,0.1277
6198_1_det4,number_letter,0.1138
6198_1_det5,number_letter,0.1233
6198_1_det6,number_letter,0.1298
6198_1_det7,number_letter,0.1258
6198_1_det8,number_letter,0.1106
6198_1_det9,number_letter,0.1188
6198_1_det10,number_letter,0.1071
6198_1_det11,number_letter,0.1138
6198_1_det12,number_letter,0.1447
6198_3_det0,number_letter,0.1316
6198_3_det2,number_letter,0.1282
6198_3_det3,number_letter,0.1148
6198_3_det4,number_letter,0.1253
6198_3_det5,number_letter,0.1301
6198_3_det6,number_letter,0.1211
6198_3_det7,number_letter,0.1210
6198_3_det8,number_letter,0.1121
6198_3_det9,number_letter,0.1073
6198_3_det10,number_letter,0.1147
6198_4_det0,number_letter,0.1305
6198_4_det2,number_letter,0.1277
6198_4_det3,number_letter,0.1144
6198_4_det4,number_letter,0.1221
6198_4_det5,number_letter,0.1314
6198_4_det6,number_letter,0.1287
6198_4_det7,number_letter,0.1213
6198_4_det8,number_letter,0.1115
6198_4_det9,number_letter,0.1078
6198_4_det10,number_letter,0.1139
6198_10_det0,number_letter,0.1311
6198_10_det1,number_letter,0.1234
6198_10_det3,number_letter,0.1149
6198_10_det4,number_letter,0.1240
6198_10_det5,number_letter,0.1313
6198_10_det6,number_letter,0.1211
6198_10_det7,number_letter,0.1181
6198_10_det8,number_letter,0.1127
6198_10_det9,number_letter,0.1078
6198_10_det10,number_letter,0.1165
6198_13_det0,number_letter,0.1312
6198_13_det2,number_letter,0.1282
6198_13_det3,number_letter,0.1153
6198_13_det4,number_letter,0.1260
6198_13_det5,number_letter,0.1299
6198_13_det6,number_letter,0.1303
6198_13_det7,number_letter,0.1187
6198_13_det8,number_letter,0.1122
6198_13_det9,number_letter,0.1054
6198_13_det10,number_letter,0.1133
6251_2_det0,freeform_bbox,0.5263
6251_2_det1,arrow,0.2556
6251_2_det2,arrow,0.2011
6243_0_det1,number_letter,0.2598
6243_0_det2,number_letter,0.3174
6243_0_det3,freeform_bbox,0.3615
6243_0_det4,number_letter,0.2530
6243_2_det0,number_letter,0.3204
6243_2_det1,number_letter,0.1436
6243_4_det0,number_letter,0.3194
6243_4_det1,number_letter,0.1439
6469_3_det0,number_letter,0.0839
6469_3_det1,freeform_bbox,0.3163
6469_3_det2,arrow,0.1811
6469_3_det4,number_letter,0.1263
6461_6_det1,number_letter,0.2228
6461_6_det2,number_letter,0.2048
6464_0_det0,freeform_bbox,0.5474
6464_2_det1,freeform_bbox,0.5506
6464_2_det2,number_letter,0.2642
6464_2_det3,number_letter,0.2238
6464_2_det4,number_letter,0.3158
6464_4_det1,freeform_bbox,0.5455
6464_4_det3,number_letter,0.2968
6527_0_det0,number_letter,0.3093
6527_0_det1,number_letter,0.2323
6527_0_det2,number_letter,0.2515
6527_0_det3,number_letter,0.2334
6527_0_det4,number_letter,0.2536
6527_0_det6,freeform_bbox,0.5227
6616_0_det0,arrow,0.1299
6616_0_det2,arrow,0.1305
6625_0_det0,freeform_bbox,0.5117
6626_0_det0,arrow,0.3690
6626_0_det1,freeform_bbox,0.4324
6626_2_det0,arrow,0.2247
6643_2_det0,freeform_bbox,0.3878
6643_2_det2,number_letter,0.2215
6630_1_det0,arrow,0.2290
6630_1_det2,number_letter,0.1390
6630_2_det0,arrow,0.2305
6630_2_det1,freeform_bbox,0.3408
6630_7_det0,arrow,0.2288
667_0_det0,arrow,0.1669
667_0_det1,arrow,0.2742
667_0_det2,number_letter,0.2154
667_0_det3,number_letter,0.2173
667_2_det0,arrow,0.1159
667_2_det2,arrow,0.1667
667_2_det4,arrow,0.2767
6715_1_det0,arrow,0.2555
6715_1_det1,arrow,0.2353
6715_1_det2,number_letter,0.1924
6715_1_det3,number_letter,0.0988
6715_1_det5,number_letter,0.1042
6715_1_det6,number_letter,0.0982
6715_1_det7,number_letter,0.1191
6715_1_det8,number_letter,0.1065
6702_0_det0,number_letter,0.3586
6702_0_det1,arrow,0.2727
6702_0_det2,number_letter,0.3710
6702_0_det3,arrow,0.2298
6702_7_det1,arrow,0.2724
6702_7_det2,arrow,0.2217
6702_7_det3,arrow,0.2051
6702_11_det0,arrow,0.2733
6702_11_det1,number_letter,0.2265
6702_11_det2,arrow,0.2309
6702_11_det3,arrow,0.1988
6757_2_det1,arrow,0.3983
6757_2_det2,arrow,0.2771
678_3_det0,arrow,0.2060
678_3_det1,freeform_bbox,0.5779
678_3_det2,arrow,0.2596
678_3_det3,arrow,0.2439
678_6_det0,arrow,0.2078
678_6_det3,arrow,0.2606
678_6_det4,arrow,0.2399
6857_0_det0,arrow,0.1218
6915_0_det0,arrow,0.2486
6915_0_det1,number_letter,0.2952
6915_0_det2,arrow,0.2066
6915_0_det3,number_letter,0.2813
6915_0_det4,number_letter,0.3152
6915_0_det5,number_letter,0.3431
6906_1_det0,freeform_bbox,0.5000
6906_1_det1,arrow,0.2258
6906_1_det2,arrow,0.1342
6906_1_det3,number_letter,0.2961
6906_1_det4,number_letter,0.2467
6906_1_det5,arrow,0.2141
6906_1_det6,number_letter,0.2676
6906_1_det7,number_letter,0.2192
6906_2_det0,freeform_bbox,0.5536
6906_2_det1,number_letter,0.1551
6906_3_det1,number_letter,0.1425
6906_3_det2,number_letter,0.1366
6928_0_det0,arrow,0.0816
6928_0_det1,arrow,0.0776
6928_0_det2,arrow,0.0760
6928_0_det3,arrow,0.4635
6911_1_det1,number_letter,0.1946
6911_1_det2,number_letter,0.1646
6911_1_det3,number_letter,0.2038
6911_1_det4,number_letter,0.1988
6916_1_det0,freeform_bbox,0.5934
6916_1_det1,number_letter,0.2263
6916_1_det2,number_letter,0.2225
6916_1_det3,number_letter,0.1722
6938_0_det0,arrow,0.0596
6938_0_det1,freeform_bbox,0.3315
6938_0_det2,arrow,0.5065
6938_0_det3,number_letter,0.3586
6958_0_det0,number_letter,0.1934
6958_0_det1,number_letter,0.1988
6958_0_det2,number_letter,0.1668
6958_0_det3,number_letter,0.1804
6958_0_det4,arrow,0.1665
6958_0_det5,number_letter,0.1823
6931_0_det0,arrow,0.1876
6931_0_det1,arrow,0.2714
701_0_det0,freeform_bbox,0.7380
701_0_det1,number_letter,0.1602
701_0_det2,number_letter,0.1535
701_0_det3,arrow,0.2220
701_0_det4,arrow,0.2759
701_0_det5,arrow,0.1525
6977_0_det0,arrow,0.2163
6977_0_det1,freeform_bbox,0.4142
6977_0_det2,arrow,0.1239
6977_0_det3,number_letter,0.0825
6977_12_det0,arrow,0.2140
6977_12_det1,freeform_bbox,0.4134
6977_12_det2,number_letter,0.0882
6977_12_det3,arrow,0.1235
6977_14_det0,arrow,0.2130
6977_14_det1,freeform_bbox,0.4134
6977_14_det2,number_letter,0.0894
6977_14_det3,arrow,0.1221
7024_1_det0,number_letter,0.1931
7024_1_det1,number_letter,0.1561
7024_1_det2,number_letter,0.1509
7024_1_det3,number_letter,0.1633
7024_1_det4,arrow,0.2893
7024_1_det5,number_letter,0.1612
7024_1_det6,number_letter,0.1533
7024_1_det7,number_letter,0.1763
7024_1_det8,number_letter,0.1703
7024_1_det9,number_letter,0.1709
7024_1_det10,number_letter,0.1581
7046_0_det1,number_letter,0.3159
7046_0_det2,number_letter,0.2595
7046_0_det3,number_letter,0.2946
7046_0_det4,number_letter,0.3298
7046_1_det0,freeform_bbox,0.5850
7046_5_det1,arrow,0.1863
7046_5_det2,arrow,0.2581
7046_5_det3,freeform_bbox,0.5300
7046_6_det0,number_letter,0.2652
7046_6_det1,arrow,0.2475
7046_6_det4,number_letter,0.3178
7046_6_det5,number_letter,0.2625
7046_6_det7,number_letter,0.2738
7046_6_det8,number_letter,0.2742
7084_0_det1,freeform_bbox,0.4429
7084_0_det3,number_letter,0.2093
7084_0_det4,number_letter,0.2202
7084_0_det5,number_letter,0.2222
7084_0_det6,number_letter,0.2041
7093_0_det0,freeform_bbox,0.6875
7093_0_det1,arrow,0.2464
7093_0_det2,arrow,0.2494
7093_1_det0,arrow,0.1797
7093_1_det1,freeform_bbox,0.4729
7093_1_det2,number_letter,0.2456
7093_1_det4,number_letter,0.1906
7116_0_det1,arrow,0.2258
708_9_det0,arrow,0.2749
708_9_det2,number_letter,0.2749
708_9_det3,arrow,0.1590
708_9_det5,arrow,0.1805
708_10_det0,number_letter,0.1965
708_10_det1,arrow,0.1594
708_10_det2,freeform_bbox,0.6474
708_10_det3,number_letter,0.1965
708_10_det4,number_letter,0.1901
708_10_det5,arrow,0.1750
7154_0_det0,arrow,0.0935
7154_0_det2,arrow,0.2529
7154_1_det0,arrow,0.1711
7154_2_det0,arrow,0.2503
7154_2_det1,arrow,0.1420
7209_2_det0,arrow,0.3613
7209_2_det1,number_letter,0.2542
7209_2_det2,number_letter,0.2396
7209_2_det3,arrow,0.2875
7209_2_det5,number_letter,0.2147
7209_3_det0,arrow,0.3079
7209_3_det2,freeform_bbox,0.4733
7209_3_det3,number_letter,0.1783
7209_4_det0,number_letter,0.1647
7209_4_det1,arrow,0.2541
7239_0_det0,number_letter,0.2065
7239_0_det2,number_letter,0.2695
7239_0_det3,number_letter,0.2147
7239_0_det4,number_letter,0.1987
7239_0_det5,number_letter,0.3493
7239_0_det6,number_letter,0.3331
7239_0_det7,arrow,0.2034
7239_0_det8,arrow,0.1972
7248_0_det0,freeform_bbox,0.4205
7248_0_det1,arrow,0.0939
7248_0_det2,number_letter,0.3086
7248_0_det4,arrow,0.0931
7269_0_det0,arrow,0.1604
7269_0_det1,number_letter,0.1442
7269_0_det2,number_letter,0.1417
7269_0_det3,number_letter,0.2154
7269_0_det4,number_letter,0.1628
7269_0_det5,number_letter,0.1485
7269_0_det6,number_letter,0.1356
7269_0_det7,number_letter,0.2427
7269_0_det8,number_letter,0.1571
7269_0_det9,number_letter,0.1446
7269_0_det10,number_letter,0.1381
7269_0_det11,number_letter,0.1116
7269_0_det13,number_letter,0.1712
7269_0_det14,number_letter,0.1762
7292_1_det0,arrow,0.1531
7292_1_det1,number_letter,0.2060
7340_0_det0,number_letter,0.2563
7340_0_det1,number_letter,0.2239
7340_0_det2,number_letter,0.2221
7340_0_det4,number_letter,0.2407
7360_0_det0,freeform_bbox,0.5400
7360_0_det1,number_letter,0.3839
7360_0_det2,number_letter,0.3686
7346_0_det0,arrow,0.1078
7346_0_det1,number_letter,0.2657
7346_0_det2,freeform_bbox,0.3996
7346_0_det3,arrow,0.1637
7346_3_det0,number_letter,0.1916
7346_3_det1,number_letter,0.0237
7346_3_det2,arrow,0.1204
7346_3_det3,freeform_bbox,0.4098
7346_3_det4,number_letter,0.2781
7346_3_det5,number_letter,0.0222
7346_3_det6,arrow,0.1711
7346_3_det7,arrow,0.2304
7346_4_det1,number_letter,0.1229
7346_4_det2,number_letter,0.2305
7346_4_det3,number_letter,0.2439
7346_4_det4,freeform_bbox,0.4104
7346_4_det5,number_letter,0.1720
738_1_det0,number_letter,0.2890
738_1_det1,arrow,0.3796
738_1_det3,number_letter,0.3107
738_1_det4,freeform_bbox,0.4555
738_1_det5,number_letter,0.2852
738_1_det6,arrow,0.3809
738_2_det0,number_letter,0.1700
738_2_det2,number_letter,0.2165
738_2_det3,number_letter,0.1979
738_2_det4,number_letter,0.2096
7415_0_det0,number_letter,0.2124
7415_0_det1,freeform_bbox,0.7859
7415_0_det2,number_letter,0.1800
7415_0_det3,arrow,0.5856
7415_0_det4,arrow,0.3565
7394_5_det2,number_letter,0.2670
7394_7_det0,arrow,0.1503
7394_7_det1,number_letter,0.2680
7394_7_det2,number_letter,0.1590
7423_0_det1,arrow,0.1404
7423_0_det3,arrow,0.1776
7423_2_det0,arrow,0.2325
7423_2_det1,number_letter,0.1809
7423_2_det3,number_letter,0.2019
7423_2_det4,number_letter,0.1866
7423_2_det5,number_letter,0.1846
7423_4_det0,arrow,0.3167
7423_4_det1,number_letter,0.1885
7423_4_det2,number_letter,0.1999
7423_4_det3,number_letter,0.1833
7423_4_det4,number_letter,0.1870
7446_0_det0,number_letter,0.1620
7446_0_det1,number_letter,0.1622
7451_0_det0,freeform_bbox,0.6119
7451_0_det1,arrow,0.1970
7451_0_det2,arrow,0.1365
7451_0_det3,number_letter,0.1831
7451_0_det4,arrow,0.1533
7450_1_det0,number_letter,0.2587
7450_1_det3,arrow,0.1517
7450_2_det0,number_letter,0.2627
7450_2_det3,arrow,0.1470
7454_0_det0,arrow,0.1717
7454_0_det2,number_letter,0.0498
7454_0_det3,freeform_bbox,0.5287
7454_2_det0,arrow,0.3684
7454_2_det2,number_letter,0.3971
7454_2_det3,number_letter,0.3947
7454_2_det4,number_letter,0.3963
7454_2_det5,number_letter,0.4021
7454_2_det6,number_letter,0.4058
7454_2_det7,number_letter,0.3950
7454_2_det8,number_letter,0.4105
7454_2_det9,number_letter,0.4045
7454_2_det10,number_letter,0.3917
7454_2_det11,number_letter,0.4305
7454_2_det12,number_letter,0.4023
7454_2_det13,number_letter,0.3926
7454_2_det14,number_letter,0.3972
7454_2_det15,number_letter,0.4093
7454_2_det16,number_letter,0.4346
7454_2_det17,arrow,0.1973
7485_1_det0,freeform_bbox,0.4869
7485_1_det1,number_letter,0.3153
748_1_det0,arrow,0.1514
748_1_det2,number_letter,0.2791
748_1_det3,arrow,0.1848
748_1_det5,arrow,0.1960
748_1_det6,number_letter,0.3013
748_3_det0,arrow,0.1526
748_3_det2,arrow,0.1853
748_3_det4,arrow,0.1957
748_3_det5,number_letter,0.2520
748_8_det1,arrow,0.1523
748_8_det3,arrow,0.1827
748_8_det4,number_letter,0.2543
748_8_det5,arrow,0.1962
748_9_det0,arrow,0.1524
748_9_det2,arrow,0.1828
748_9_det4,arrow,0.1962
7486_1_det0,freeform_bbox,0.1414
7486_3_det1,freeform_bbox,0.1544
7486_3_det5,arrow,0.3829
7486_4_det0,freeform_bbox,0.1535
7486_4_det1,number_letter,0.2564
7486_4_det2,arrow,0.3836
7486_4_det3,number_letter,0.2720
7486_5_det1,freeform_bbox,0.1904
7486_5_det2,number_letter,0.2574
7486_5_det3,number_letter,0.2747
750_0_det1,arrow,0.3099
750_0_det2,number_letter,0.3087
750_1_det0,arrow,0.2896
750_1_det1,freeform_bbox,0.6806
7519_1_det0,freeform_bbox,0.4349
7519_1_det1,arrow,0.1873
7519_1_det2,number_letter,0.2741
7519_1_det3,number_letter,0.2297
7519_1_det5,number_letter,0.2475
7519_1_det6,number_letter,0.2202
7519_1_det7,number_letter,0.2111
7519_1_det8,number_letter,0.2564
7519_1_det9,arrow,0.1930
7519_1_det10,arrow,0.1762
7539_4_det1,number_letter,0.1640
7539_10_det1,number_letter,0.1632
7539_17_det2,number_letter,0.1646
7542_3_det0,arrow,0.2557
7542_5_det0,number_letter,0.2427
7542_5_det1,number_letter,0.1651
7542_5_det2,arrow,0.2111
7545_1_det1,freeform_bbox,0.4545
7545_1_det5,arrow,0.1786
7545_7_det0,freeform_bbox,0.4225
7567_8_det0,arrow,0.2865
7609_0_det0,number_letter,0.1962
7609_0_det1,number_letter,0.2146
7609_0_det2,number_letter,0.1386
7609_0_det3,arrow,0.1392
7609_3_det0,number_letter,0.1931
7609_3_det1,number_letter,0.2446
7609_3_det2,number_letter,0.1458
7609_3_det3,arrow,0.1420
7632_0_det0,freeform_bbox,0.9002
76_3_det0,arrow,0.1125
76_3_det1,number_letter,0.1160
76_3_det3,number_letter,0.1309
76_6_det0,arrow,0.2021
76_6_det2,number_letter,0.1127
76_6_det3,number_letter,0.1287
76_13_det0,arrow,0.2011
76_13_det2,number_letter,0.1169
76_13_det3,number_letter,0.1289
7648_2_det1,number_letter,0.4386
7648_2_det2,number_letter,0.4259
7648_2_det3,number_letter,0.3941
7648_4_det0,number_letter,0.2418
7668_2_det0,freeform_bbox,0.3563
7668_2_det1,arrow,0.1386
7668_2_det2,number_letter,0.1563
7668_2_det3,number_letter,0.1290
7668_2_det4,number_letter,0.1735
7668_2_det5,arrow,0.1376
771_0_det0,arrow,0.2142
771_0_det1,number_letter,0.1981
771_0_det2,arrow,0.2057
7714_2_det0,arrow,0.1643
7730_0_det0,number_letter,0.1940
7730_0_det2,number_letter,0.2637
7739_0_det0,arrow,0.0832
7739_0_det3,arrow,0.1200
7739_0_det4,arrow,0.1598
7719_3_det0,freeform_bbox,0.3232
7719_3_det1,arrow,0.1904
7719_9_det0,arrow,0.1724
774_0_det1,arrow,0.1642
774_0_det2,number_letter,0.1749
774_0_det3,number_letter,0.1599
774_0_det4,number_letter,0.1543
774_0_det5,number_letter,0.1610
774_0_det6,number_letter,0.1566
774_0_det7,number_letter,0.1801
774_2_det1,arrow,0.3501
774_2_det2,arrow,0.3801
774_5_det0,number_letter,0.1699
774_5_det1,number_letter,0.1490
7782_2_det0,freeform_bbox,0.2818
7782_2_det1,arrow,0.2148
7782_2_det2,number_letter,0.1831
7782_2_det3,number_letter,0.2399
7782_2_det4,number_letter,0.2004
7782_2_det5,number_letter,0.2366
7782_2_det6,number_letter,0.1847
7782_2_det7,number_letter,0.1762
7782_2_det8,number_letter,0.1988
7782_2_det9,number_letter,0.2056
7782_2_det10,number_letter,0.1808
7782_2_det11,number_letter,0.1425
7782_2_det12,number_letter,0.2082
7782_2_det13,number_letter,0.2064
7782_2_det14,number_letter,0.1688
7782_2_det15,number_letter,0.1699
7782_2_det16,number_letter,0.1960
78_0_det0,arrow,0.1030
78_2_det0,arrow,0.2715
78_2_det1,number_letter,0.1640
78_2_det2,number_letter,0.1886
78_2_det3,arrow,0.3616
7811_2_det0,number_letter,0.2250
7811_2_det1,number_letter,0.1782
7811_2_det2,arrow,0.3099
7811_2_det3,number_letter,0.1674
7811_2_det4,number_letter,0.1924
7811_2_det5,arrow,0.2211
7811_3_det0,number_letter,0.2215
7811_3_det1,number_letter,0.1782
7811_3_det2,arrow,0.3103
7811_3_det3,number_letter,0.1674
7811_3_det4,number_letter,0.1929
7811_3_det5,arrow,0.2303
7829_3_det0,arrow,0.2565
7829_3_det1,number_letter,0.1622
7829_3_det2,arrow,0.3651
7877_0_det0,arrow,0.1654
7877_0_det1,arrow,0.2691
7877_0_det2,number_letter,0.0882
7877_0_det3,number_letter,0.1235
7877_0_det4,number_letter,0.1337
7877_0_det5,number_letter,0.1673
7877_0_det6,number_letter,0.1246
7877_0_det7,number_letter,0.1216
7832_0_det0,arrow,0.2324
7882_0_det0,arrow,0.1610
7882_0_det1,freeform_bbox,0.2634
7895_0_det0,freeform_bbox,0.7458
7895_0_det1,number_letter,0.1659
7895_0_det2,number_letter,0.2472
7895_0_det3,number_letter,0.2158
7895_0_det4,number_letter,0.1623
7895_0_det5,number_letter,0.2131
7895_0_det6,number_letter,0.1550
7895_0_det7,number_letter,0.1481
7955_0_det0,arrow,0.1484
7955_0_det1,number_letter,0.1812
7955_0_det2,number_letter,0.1705
7955_0_det3,number_letter,0.1588
