entry_id,annotation_type,lpips
3282_0_det7,number_letter,0.1534
3282_0_det8,number_letter,0.1301
3282_0_det9,arrow,0.5031
3282_0_det10,number_letter,0.1245
3289_1_det1,arrow,0.1375
3289_1_det2,number_letter,0.1262
3289_1_det3,number_letter,0.1242
3289_1_det4,number_letter,0.1322
3289_1_det5,number_letter,0.1600
3289_1_det6,number_letter,0.1217
3289_1_det8,arrow,0.1495
3289_2_det0,arrow,0.1383
3289_2_det1,number_letter,0.1287
3289_2_det2,number_letter,0.1258
3289_2_det3,number_letter,0.1320
3289_2_det4,number_letter,0.1195
3289_2_det5,number_letter,0.1471
3289_2_det6,arrow,0.1546
3338_1_det0,freeform_bbox,0.4818
3338_1_det1,number_letter,0.3825
3338_1_det2,number_letter,0.3199
3338_1_det3,arrow,0.2558
3338_1_det4,number_letter,0.2926
3352_6_det0,freeform_bbox,0.5368
3352_6_det1,arrow,0.2864
3352_6_det2,number_letter,0.2540
3352_6_det3,number_letter,0.1892
3352_6_det4,number_letter,0.1684
3352_6_det5,number_letter,0.1523
3352_6_det6,number_letter,0.2022
3352_6_det7,number_letter,0.1947
3352_6_det8,arrow,0.2899
3388_0_det1,number_letter,0.3478
3388_0_det2,number_letter,0.3664
3388_0_det3,number_letter,0.2803
3388_0_det4,number_letter,0.3221
3388_0_det5,number_letter,0.3094
3388_0_det6,number_letter,0.3485
3388_0_det7,number_letter,0.2825
3388_0_det8,number_letter,0.3221
3388_0_det9,number_letter,0.3132
3388_0_det10,number_letter,0.3005
3388_0_det11,number_letter,0.3266
3401_0_det0,arrow,0.2955
3401_0_det1,number_letter,0.2501
3401_0_det3,number_letter,0.2334
3401_0_det4,number_letter,0.2333
3401_1_det0,arrow,0.2958
3401_1_det1,number_letter,0.2520
3401_1_det2,number_letter,0.2314
3401_1_det3,number_letter,0.2320
3415_0_det0,arrow,0.1141
3415_0_det1,number_letter,0.3031
3415_0_det2,number_letter,0.2927
3415_0_det4,number_letter,0.2977
3415_0_det6,number_letter,0.3682
3420_1_det0,arrow,0.1409
3441_0_det0,number_letter,0.1109
3441_0_det1,arrow,0.1784
3441_0_det2,number_letter,0.1770
3441_2_det0,number_letter,0.1021
3441_2_det1,arrow,0.3533
3441_2_det2,number_letter,0.1704
346_1_det0,arrow,0.1507
346_1_det1,number_letter,0.2647
346_1_det2,number_letter,0.2444
346_1_det3,number_letter,0.3003
3434_0_det0,arrow,0.1875
3434_0_det1,number_letter,0.1482
3434_0_det2,number_letter,0.2045
3434_0_det3,number_letter,0.1837
3434_0_det4,number_letter,0.1990
3434_0_det5,arrow,0.1983
3434_0_det6,arrow,0.3704
3434_0_det7,number_letter,0.2055
3434_6_det0,arrow,0.1867
3434_6_det1,number_letter,0.1510
3434_6_det2,number_letter,0.2040
3434_6_det3,number_letter,0.1880
3434_6_det4,number_letter,0.1982
3434_6_det5,arrow,0.1985
3434_6_det6,arrow,0.3671
3434_6_det7,number_letter,0.2028
3434_8_det0,arrow,0.1839
3434_8_det1,number_letter,0.1490
3434_8_det2,number_letter,0.2052
3434_8_det3,number_letter,0.1777
3434_8_det4,number_letter,0.2035
3434_8_det5,arrow,0.1978
3434_8_det6,arrow,0.3712
3434_8_det7,number_letter,0.2049
3481_1_det0,number_letter,0.1846
3481_1_det1,number_letter,0.1309
3481_1_det2,number_letter,0.1848
3481_1_det3,number_letter,0.1544
3481_1_det4,number_letter,0.1426
3481_2_det1,number_letter,0.1856
3481_2_det2,number_letter,0.1298
3481_2_det3,number_letter,0.1738
3481_2_det4,number_letter,0.1529
3481_2_det5,number_letter,0.1439
3481_2_det6,number_letter,0.1480
3592_0_det0,number_letter,0.1847
3592_0_det2,freeform_bbox,0.3049
3592_0_det4,arrow,0.1655
3592_0_det5,arrow,0.2886
3605_0_det0,arrow,0.1507
3605_0_det1,number_letter,0.1548
3605_0_det2,freeform_bbox,0.3352
3605_0_det3,arrow,0.1636
3605_0_det4,number_letter,0.2090
3605_0_det5,number_letter,0.1535
3619_1_det0,freeform_bbox,0.1172
3619_1_det1,arrow,0.1942
3601_9_det0,arrow,0.2369
3601_9_det1,number_letter,0.1450
3601_9_det2,number_letter,0.2183
3601_10_det0,arrow,0.2365
3601_10_det1,number_letter,0.1449
3601_10_det2,number_letter,0.2190
3641_3_det0,number_letter,0.1969
3641_3_det1,number_letter,0.1835
3641_3_det2,arrow,0.2979
3643_0_det0,arrow,0.2663
3643_0_det1,arrow,0.2497
3643_0_det2,arrow,0.1865
3643_2_det0,arrow,0.2656
3643_2_det1,arrow,0.2485
3574_2_det1,number_letter,0.1697
3574_2_det2,number_letter,0.2334
3574_30_det0,arrow,0.2394
3574_30_det1,number_letter,0.1741
3574_30_det2,number_letter,0.2296
3574_31_det0,arrow,0.2394
3574_31_det1,number_letter,0.1685
3574_31_det2,number_letter,0.2254
3685_2_det1,number_letter,0.1735
3685_2_det3,number_letter,0.3353
3685_2_det4,number_letter,0.1621
3685_2_det6,number_letter,0.1603
3690_0_det0,arrow,0.3391
3690_0_det1,number_letter,0.1321
3727_1_det0,freeform_bbox,0.5190
3727_1_det1,number_letter,0.4389
3727_1_det3,number_letter,0.4127
3727_1_det4,number_letter,0.3834
3739_0_det0,number_letter,0.1835
3739_0_det1,freeform_bbox,0.2683
3739_0_det2,number_letter,0.1852
3739_0_det3,arrow,0.2909
3790_0_det0,arrow,0.2221
3790_0_det1,number_letter,0.2776
3809_0_det0,freeform_bbox,0.4828
3809_0_det1,number_letter,0.2704
3809_0_det2,number_letter,0.2333
3809_0_det3,number_letter,0.2536
3809_0_det4,arrow,0.4095
3809_0_det5,number_letter,0.1690
3811_0_det0,arrow,0.3218
3811_0_det1,number_letter,0.3910
3813_7_det2,arrow,0.0732
3834_0_det1,number_letter,0.1106
3834_0_det2,freeform_bbox,0.3565
3834_0_det3,number_letter,0.1197
3838_0_det0,freeform_bbox,0.3615
3838_0_det1,freeform_bbox,0.3655
3838_0_det2,number_letter,0.3393
3838_0_det3,number_letter,0.3835
3838_1_det0,arrow,0.1100
3838_1_det2,arrow,0.1465
3838_3_det0,freeform_bbox,0.4399
3838_3_det1,number_letter,0.3138
3838_3_det2,number_letter,0.3111
3838_3_det3,number_letter,0.4072
3838_3_det4,number_letter,0.3913
3833_1_det0,number_letter,0.2432
3833_1_det1,number_letter,0.2116
3833_1_det2,number_letter,0.1900
3833_1_det3,number_letter,0.1818
3833_1_det4,number_letter,0.2280
3833_1_det5,number_letter,0.1813
3833_1_det6,number_letter,0.1904
3833_1_det7,number_letter,0.1696
3833_1_det8,arrow,0.1709
3833_1_det9,arrow,0.1157
3833_7_det0,number_letter,0.2435
3833_7_det1,number_letter,0.2061
3833_7_det2,number_letter,0.1919
3833_7_det3,number_letter,0.1768
3833_7_det4,number_letter,0.2421
3833_7_det5,number_letter,0.1837
3833_7_det6,number_letter,0.1828
3833_7_det7,number_letter,0.1707
3914_0_det1,freeform_bbox,0.4452
3914_1_det0,number_letter,0.2571
3914_1_det2,freeform_bbox,0.3666
3914_1_det3,number_letter,0.2795
3926_0_det3,arrow,0.3213
3933_0_det0,freeform_bbox,0.7419
3933_0_det1,number_letter,0.1525
3933_0_det2,number_letter,0.1077
3933_0_det3,number_letter,0.1062
3933_0_det4,number_letter,0.1161
3933_0_det5,number_letter,0.1721
3933_0_det6,number_letter,0.1494
3933_0_det7,number_letter,0.1173
3941_0_det1,arrow,0.5929
3940_0_det0,arrow,0.2827
3940_0_det1,arrow,0.2743
3940_0_det2,freeform_bbox,0.3363
3940_0_det3,number_letter,0.2355
3940_2_det1,number_letter,0.1127
3940_2_det3,number_letter,0.1303
3940_3_det0,number_letter,0.3082
3940_3_det1,freeform_bbox,0.5123
3940_3_det2,number_letter,0.3931
4010_2_det0,number_letter,0.3874
4010_2_det1,arrow,0.2110
4010_2_det2,freeform_bbox,0.4954
4010_2_det3,freeform_bbox,0.2329
4010_2_det4,number_letter,0.3882
4010_2_det5,number_letter,0.3533
4059_1_det0,arrow,0.2038
4059_1_det1,number_letter,0.1678
4059_1_det3,number_letter,0.1334
4059_1_det4,number_letter,0.0781
4059_1_det5,number_letter,0.1343
4059_1_det6,number_letter,0.1939
4059_1_det7,number_letter,0.2607
4059_1_det8,arrow,0.2176
4059_3_det0,arrow,0.2009
4059_3_det2,number_letter,0.1316
4059_3_det3,number_letter,0.0809
4059_3_det4,number_letter,0.1428
4059_3_det5,number_letter,0.1362
4059_3_det6,number_letter,0.2474
4059_3_det7,number_letter,0.1957
4059_3_det8,arrow,0.2185
4059_3_det9,number_letter,0.2344
4073_2_det2,arrow,0.1678
4099_0_det2,number_letter,0.1454
4108_2_det0,arrow,0.2479
4108_2_det1,number_letter,0.2609
4108_2_det2,number_letter,0.2281
4108_2_det3,number_letter,0.2443
4108_2_det4,number_letter,0.3086
4108_2_det5,number_letter,0.2433
4108_2_det6,number_letter,0.2335
4108_2_det7,number_letter,0.2965
4108_2_det8,number_letter,0.3033
4120_1_det0,number_letter,0.2665
4120_1_det1,number_letter,0.2613
4120_1_det2,number_letter,0.0756
4120_1_det4,number_letter,0.1781
4120_1_det5,number_letter,0.1274
4120_1_det6,number_letter,0.2334
4120_1_det7,number_letter,0.2049
4120_1_det8,number_letter,0.2800
4120_1_det9,arrow,0.5573
4106_3_det0,number_letter,0.1756
4106_3_det2,number_letter,0.1568
4106_3_det3,number_letter,0.1920
4106_3_det4,number_letter,0.1877
4106_3_det5,number_letter,0.1766
4106_3_det6,number_letter,0.1652
413_0_det2,number_letter,0.3112
413_0_det4,number_letter,0.3315
4137_0_det0,number_letter,0.3311
4137_0_det1,number_letter,0.3363
4137_0_det2,number_letter,0.3720
4137_0_det3,number_letter,0.3327
4137_0_det4,arrow,0.2510
4137_0_det5,number_letter,0.3547
4137_1_det0,number_letter,0.3322
4137_1_det1,number_letter,0.3050
4137_1_det2,number_letter,0.3310
4137_1_det3,freeform_bbox,0.6010
4137_1_det4,arrow,0.2981
4160_0_det1,arrow,0.1086
4164_0_det0,freeform_bbox,0.8799
4152_2_det0,arrow,0.1650
4152_2_det2,arrow,0.2831
4152_2_det3,arrow,0.2382
4152_7_det0,arrow,0.1672
4152_7_det1,arrow,0.3006
4152_7_det2,number_letter,0.2849
4152_7_det3,arrow,0.2360
4132_1_det2,arrow,0.3744
4132_3_det0,arrow,0.4228
4132_3_det1,number_letter,0.2165
4169_3_det0,arrow,0.1528
4169_3_det1,number_letter,0.1115
4169_3_det2,number_letter,0.1614
4169_3_det3,number_letter,0.1690
4169_3_det4,number_letter,0.1129
4169_3_det6,arrow,0.3737
4169_4_det0,number_letter,0.1355
4169_4_det1,arrow,0.1977
4169_4_det2,arrow,0.2415
4169_4_det3,number_letter,0.1087
4169_4_det4,number_letter,0.1633
4169_4_det6,number_letter,0.1607
4169_4_det7,number_letter,0.1154
4169_4_det8,number_letter,0.1138
4169_4_det9,number_letter,0.1235
420_6_det0,number_letter,0.1846
420_6_det1,number_letter,0.1730
420_6_det2,arrow,0.4693
420_6_det4,arrow,0.3833
420_6_det5,number_letter,0.1641
420_6_det6,number_letter,0.1549
420_6_det7,number_letter,0.1297
420_6_det8,number_letter,0.1868
4219_0_det0,freeform_bbox,0.4748
4219_0_det1,arrow,0.2644
4219_0_det3,arrow,0.3062
4219_3_det0,freeform_bbox,0.4495
4219_3_det1,arrow,0.1587
4236_1_det0,number_letter,0.1416
4236_1_det1,number_letter,0.1641
4236_1_det3,number_letter,0.1189
4236_1_det6,number_letter,0.1708
4236_1_det7,number_letter,0.1081
4236_1_det8,number_letter,0.1155
4236_1_det9,number_letter,0.0913
4236_1_det10,number_letter,0.0908
4223_1_det0,arrow,0.4001
4223_1_det1,number_letter,0.2725
4245_1_det0,arrow,0.3108
4245_5_det0,arrow,0.3898
4243_5_det0,arrow,0.2807
4243_5_det1,number_letter,0.1619
4243_5_det2,arrow,0.2478
4243_5_det3,number_letter,0.1814
4243_5_det4,number_letter,0.2203
4243_5_det5,number_letter,0.1796
4243_5_det6,number_letter,0.1908
4243_5_det7,number_letter,0.1602
4243_6_det1,number_letter,0.1611
4243_6_det2,number_letter,0.1814
4243_6_det3,number_letter,0.2237
4243_6_det4,number_letter,0.1861
4243_6_det5,number_letter,0.1978
4243_6_det6,number_letter,0.1593
4261_0_det0,arrow,0.1498
4261_1_det1,number_letter,0.1146
4261_1_det2,arrow,0.1391
4257_4_det0,number_letter,0.1490
4257_8_det0,number_letter,0.0770
4257_8_det1,number_letter,0.0942
4257_8_det2,number_letter,0.2242
4257_8_det3,arrow,0.3686
426_10_det0,arrow,0.1606
426_10_det1,arrow,0.1426
426_10_det2,arrow,0.0865
426_10_det3,arrow,0.1361
429_2_det0,number_letter,0.1487
429_2_det1,number_letter,0.1409
429_2_det2,number_letter,0.1674
429_4_det0,number_letter,0.1499
429_4_det1,arrow,0.2761
429_4_det2,number_letter,0.1853
429_4_det3,number_letter,0.1394
429_4_det4,number_letter,0.1689
4297_7_det1,number_letter,0.1230
4315_1_det0,number_letter,0.1919
4315_2_det0,arrow,0.1233
4315_2_det2,arrow,0.2531
4322_4_det0,number_letter,0.1703
4322_4_det1,number_letter,0.1445
4322_4_det2,number_letter,0.1514
4322_4_det3,freeform_bbox,0.3348
4322_4_det4,number_letter,0.1431
4322_4_det5,number_letter,0.1567
4322_4_det6,number_letter,0.1650
4322_4_det7,number_letter,0.1380
4322_4_det8,number_letter,0.1264
4322_4_det9,arrow,0.1306
4322_4_det11,arrow,0.1525
4370_0_det0,number_letter,0.3765
4366_2_det0,arrow,0.1379
4366_4_det3,arrow,0.2110
4366_5_det0,number_letter,0.2560
4366_5_det1,number_letter,0.2421
4366_5_det2,arrow,0.1888
4386_0_det0,arrow,0.3407
4386_0_det2,number_letter,0.1951
4386_0_det3,number_letter,0.1661
4386_0_det4,number_letter,0.1745
442_1_det1,arrow,0.2440
442_1_det2,freeform_bbox,0.4336
4440_0_det0,freeform_bbox,0.5646
4440_0_det1,arrow,0.1849
4440_0_det2,arrow,0.1848
4440_0_det3,number_letter,0.3454
4468_0_det0,freeform_bbox,0.6749
4468_0_det1,arrow,0.3047
4468_0_det2,arrow,0.3213
4468_2_det0,arrow,0.2056
4468_2_det1,arrow,0.1243
452_1_det1,arrow,0.1577
452_1_det2,arrow,0.1327
452_1_det3,number_letter,0.3843
452_1_det4,number_letter,0.3350
452_1_det5,number_letter,0.3286
452_1_det6,number_letter,0.3419
452_1_det7,number_letter,0.3032
452_1_det8,number_letter,0.2862
452_9_det0,arrow,0.1339
452_9_det1,arrow,0.1626
4528_2_det0,arrow,0.1247
4528_2_det3,number_letter,0.0887
4539_2_det0,number_letter,0.1722
4539_2_det1,arrow,0.2581
4539_2_det2,number_letter,0.1467
4539_2_det3,number_letter,0.1390
4539_2_det4,number_letter,0.1920
4539_2_det5,number_letter,0.1492
4539_2_det6,arrow,0.2526
4539_2_det7,number_letter,0.1598
4554_0_det0,number_letter,0.3625
4554_0_det1,number_letter,0.3304
4554_0_det3,number_letter,0.5333
4554_0_det4,arrow,0.2998
4547_0_det1,number_letter,0.2759
4547_4_det2,number_letter,0.2711
4538_2_det0,number_letter,0.3082
4538_2_det1,number_letter,0.2073
4538_2_det2,arrow,0.2761
4538_2_det3,number_letter,0.2444
4538_2_det5,arrow,0.1126
4538_7_det0,number_letter,0.2035
4538_7_det1,number_letter,0.2448
4538_7_det2,number_letter,0.3118
4538_7_det3,number_letter,0.2597
4538_7_det4,arrow,0.2767
4541_5_det0,arrow,0.2953
4541_9_det0,arrow,0.2947
4541_16_det0,freeform_bbox,0.5506
4541_16_det1,arrow,0.3941
4541_16_det2,number_letter,0.3577
4541_16_det3,number_letter,0.3191
4562_0_det0,number_letter,0.1846
4562_0_det1,arrow,0.1830
4562_0_det3,number_letter,0.1823
4562_0_det4,arrow,0.2219
4562_0_det5,arrow,0.1800
4594_0_det0,arrow,0.2875
4594_0_det1,freeform_bbox,0.4671
4604_1_det1,freeform_bbox,0.2343
4604_1_det2,arrow,0.1980
4604_1_det3,arrow,0.2094
4604_1_det4,number_letter,0.3144
4604_1_det5,number_letter,0.3064
4621_0_det0,freeform_bbox,0.5341
4621_0_det2,number_letter,0.3994
4621_0_det3,number_letter,0.2766
4621_0_det4,number_letter,0.2480
4621_0_det5,arrow,0.2393
4599_3_det0,freeform_bbox,0.5501
4599_12_det0,arrow,0.1894
4599_17_det1,number_letter,0.1831
4591_4_det0,arrow,0.2389
4591_4_det2,arrow,0.2452
4591_4_det3,arrow,0.3454
4630_3_det1,arrow,0.3375
4630_3_det3,arrow,0.6243
4630_4_det0,freeform_bbox,0.4640
4666_1_det1,number_letter,0.1583
4666_1_det2,number_letter,0.2924
4677_0_det1,number_letter,0.2550
4677_0_det2,number_letter,0.2573
4677_0_det3,number_letter,0.2548
4685_2_det0,freeform_bbox,0.6967
4685_2_det1,arrow,0.2137
4685_2_det2,arrow,0.2317
4685_3_det0,freeform_bbox,0.6948
4685_3_det1,arrow,0.2140
4685_3_det2,arrow,0.2314
467_6_det0,arrow,0.2368
467_7_det0,arrow,0.2381
4714_0_det0,arrow,0.1869
4714_0_det1,number_letter,0.1494
4714_0_det2,number_letter,0.1622
4718_2_det0,arrow,0.2548
4718_2_det1,number_letter,0.1228
4718_2_det2,number_letter,0.2163
4718_2_det3,number_letter,0.1290
4718_2_det4,number_letter,0.1874
4718_2_det5,number_letter,0.3428
4718_2_det6,number_letter,0.1438
4719_0_det0,arrow,0.0756
4719_1_det0,number_letter,0.2317
4734_11_det1,number_letter,0.1389
4734_11_det2,number_letter,0.1850
4734_11_det3,freeform_bbox,0.6009
4734_11_det4,number_letter,0.1966
4768_0_det1,number_letter,0.2830
4768_0_det3,freeform_bbox,0.4087
4768_0_det4,number_letter,0.3597
4768_0_det5,number_letter,0.3800
4790_0_det0,freeform_bbox,0.3401
4790_0_det1,arrow,0.1857
4790_0_det2,number_letter,0.2893
4864_0_det0,freeform_bbox,0.3460
4864_0_det1,number_letter,0.1349
4864_0_det2,number_letter,0.1532
4864_0_det3,number_letter,0.1192
4913_1_det0,freeform_bbox,0.7019
4913_1_det1,number_letter,0.4903
4913_1_det2,number_letter,0.2691
4913_1_det3,number_letter,0.2898
4913_1_det4,number_letter,0.3809
4913_1_det5,arrow,0.2166
4913_1_det6,number_letter,0.4778
4921_0_det0,freeform_bbox,0.5951
4921_0_det1,number_letter,0.0711
4921_0_det2,number_letter,0.1178
4897_2_det0,number_letter,0.1039
4897_2_det1,number_letter,0.1004
4897_2_det2,number_letter,0.1420
4897_2_det4,arrow,0.2103
4897_6_det0,number_letter,0.1824
493_0_det0,arrow,0.2651
4919_1_det3,arrow,0.1846
4887_12_det1,arrow,0.2605
4887_12_det2,number_letter,0.1531
4887_12_det3,number_letter,0.1597
4887_12_det4,arrow,0.2131
4887_12_det5,number_letter,0.1763
4887_12_det6,number_letter,0.1554
4887_12_det7,number_letter,0.1489
4887_17_det1,number_letter,0.1516
4887_17_det2,number_letter,0.1648
4887_17_det3,number_letter,0.1765
4887_17_det4,number_letter,0.1603
4887_17_det5,number_letter,0.1495
4930_1_det0,arrow,0.2531
4930_1_det1,number_letter,0.2195
4930_1_det2,arrow,0.2755
4930_1_det3,number_letter,0.1639
4930_1_det4,number_letter,0.1945
4930_2_det0,number_letter,0.3986
4930_2_det1,freeform_bbox,0.6147
4930_2_det2,arrow,0.2075
4924_2_det0,number_letter,0.2768
4924_2_det1,number_letter,0.2923
4924_3_det1,number_letter,0.3652
4924_3_det2,number_letter,0.2045
4951_0_det0,arrow,0.2434
4951_0_det1,freeform_bbox,0.7084
4951_0_det2,number_letter,0.4412
4951_1_det1,number_letter,0.2447
4951_2_det0,arrow,0.2755
4951_2_det2,number_letter,0.2572
4951_2_det4,arrow,0.2699
4906_21_det0,arrow,0.2319
4906_21_det1,number_letter,0.1634
4906_21_det2,number_letter,0.2084
4906_21_det3,number_letter,0.1745
4906_21_det4,number_letter,0.1295
4906_21_det5,number_letter,0.2406
4906_21_det6,number_letter,0.2228
4906_21_det7,number_letter,0.1519
4906_21_det8,number_letter,0.1367
4971_2_det0,number_letter,0.2817
4971_2_det1,freeform_bbox,0.2151
4971_2_det4,number_letter,0.2793
4950_4_det0,number_letter,0.2182
4950_4_det2,number_letter,0.2149
4950_5_det0,freeform_bbox,0.4734
4950_5_det1,number_letter,0.2870
4950_5_det2,number_letter,0.2865
4950_5_det3,number_letter,0.3178
4950_8_det0,number_letter,0.2896
4950_8_det1,number_letter,0.2970
4950_8_det2,number_letter,0.3501
4950_9_det0,number_letter,0.2857
4950_9_det2,number_letter,0.3231
4950_10_det0,number_letter,0.2882
4950_10_det1,arrow,0.2821
4950_10_det3,number_letter,0.2953
4950_10_det4,number_letter,0.3347
4988_3_det0,arrow,0.0703
4988_3_det1,arrow,0.0731
4988_3_det2,number_letter,0.2266
4988_3_det3,number_letter,0.2484
4988_3_det4,number_letter,0.1776
4988_3_det5,number_letter,0.2250
4988_4_det0,number_letter,0.2265
4988_4_det1,number_letter,0.2417
4988_4_det2,number_letter,0.1788
4988_4_det3,number_letter,0.2249
5007_1_det1,freeform_bbox,0.2464
5007_1_det2,number_letter,0.1706
5007_1_det3,number_letter,0.2278
5019_2_det0,number_letter,0.2496
5019_2_det1,number_letter,0.2785
5019_2_det2,number_letter,0.2450
5019_2_det4,number_letter,0.2279
5027_0_det0,freeform_bbox,0.2577
5027_0_det1,arrow,0.1394
5027_2_det1,number_letter,0.1217
5027_2_det2,freeform_bbox,0.2508
5027_2_det3,number_letter,0.1149
5027_3_det1,freeform_bbox,0.2247
5027_3_det2,number_letter,0.2056
5027_3_det4,number_letter,0.2108
5029_3_det0,arrow,0.1663
5029_3_det1,number_letter,0.2857
5029_3_det2,number_letter,0.3058
5044_0_det0,number_letter,0.1143
5044_0_det1,freeform_bbox,0.3418
5044_0_det2,number_letter,0.1202
5044_0_det3,number_letter,0.1211
5044_0_det4,number_letter,0.1119
5044_0_det5,number_letter,0.1143
5044_0_det6,number_letter,0.1086
5044_0_det7,arrow,0.1974
5044_0_det8,arrow,0.1408
5044_0_det9,number_letter,0.1208
5037_2_det1,arrow,0.1445
5037_4_det0,arrow,0.1431
5037_6_det1,number_letter,0.4163
5088_0_det0,number_letter,0.1331
5088_0_det1,number_letter,0.1418
5088_0_det2,number_letter,0.1260
5088_0_det3,arrow,0.1406
5069_0_det0,arrow,0.1831
5069_0_det1,number_letter,0.1024
5069_0_det3,number_letter,0.1769
5069_0_det4,number_letter,0.1832
5069_1_det0,arrow,0.1756
5069_1_det1,number_letter,0.1110
5069_1_det2,number_letter,0.1726
5069_1_det3,freeform_bbox,0.4057
5069_1_det4,number_letter,0.1863
5069_2_det1,number_letter,0.1078
5069_2_det2,arrow,0.1798
5069_2_det4,number_letter,0.1847
5091_3_det0,arrow,0.1798
5091_3_det1,arrow,0.1495
5102_1_det0,number_letter,0.3565
5102_1_det1,number_letter,0.3072
5102_1_det2,number_letter,0.2723
5102_1_det3,arrow,0.4880
5102_1_det4,number_letter,0.2195
5102_1_det5,number_letter,0.2269
5112_0_det0,freeform_bbox,0.7116
5112_0_det1,arrow,0.2923
512_0_det0,freeform_bbox,0.5676
512_0_det1,number_letter,0.1861
512_0_det2,number_letter,0.2188
512_0_det4,number_letter,0.2040
512_0_det5,number_letter,0.2084
512_0_det6,number_letter,0.2253
512_0_det7,arrow,0.1719
512_0_det8,number_letter,0.2310
5115_9_det0,number_letter,0.1100
5115_9_det1,number_letter,0.1729
5115_9_det3,arrow,0.2260
5126_0_det0,freeform_bbox,0.7110
5126_0_det1,arrow,0.2860
5126_0_det2,number_letter,0.3776
5126_1_det0,number_letter,0.1206
5126_1_det3,freeform_bbox,0.4520
5126_1_det4,number_letter,0.1277
5169_0_det2,number_letter,0.2553
5207_0_det0,arrow,0.1687
5207_0_det1,number_letter,0.1905
5207_0_det2,arrow,0.2086
52_0_det1,number_letter,0.2416
52_0_det2,number_letter,0.2128
52_0_det3,number_letter,0.2039
52_0_det4,number_letter,0.2405
52_0_det5,number_letter,0.2087
52_0_det6,number_letter,0.2195
52_2_det2,number_letter,0.1910
52_2_det3,number_letter,0.2252
52_2_det4,number_letter,0.2018
52_2_det5,number_letter,0.2101
5252_1_det0,number_letter,0.2994
5252_2_det0,arrow,0.0782
5252_2_det1,arrow,0.4388
5252_2_det2,freeform_bbox,0.5411
5252_2_det3,number_letter,0.1079
5252_3_det0,arrow,0.2411
5252_3_det1,number_letter,0.3819
5252_3_det2,freeform_bbox,0.6957
5252_4_det2,arrow,0.0818
5252_4_det3,arrow,0.1405
5265_4_det1,arrow,0.1593
5265_12_det0,arrow,0.1600
5265_12_det1,number_letter,0.1918
5309_0_det0,arrow,0.1635
5309_0_det2,arrow,0.2281
5309_0_det3,number_letter,0.3564
5309_0_det4,number_letter,0.1058
5309_0_det5,number_letter,0.3562
5309_0_det6,number_letter,0.1207
5309_0_det7,number_letter,0.1255
5309_0_det8,number_letter,0.3533
5309_1_det2,number_letter,0.1034
5309_1_det3,number_letter,0.1185
5309_1_det4,number_letter,0.1552
5309_1_det5,number_letter,0.3381
5309_1_det6,number_letter,0.1155
5309_1_det7,number_letter,0.2657
5309_1_det8,number_letter,0.1266
5309_1_det9,number_letter,0.2839
5309_2_det0,arrow,0.1994
5309_2_det2,number_letter,0.1349
5309_2_det3,number_letter,0.1204
5309_2_det4,number_letter,0.1071
5309_2_det5,number_letter,0.1479
5309_2_det6,number_letter,0.1505
5309_2_det7,number_letter,0.2133
5309_2_det8,number_letter,0.1573
5309_2_det9,number_letter,0.1217
5309_2_det10,number_letter,0.1228
5309_2_det11,number_letter,0.1507
5309_2_det12,number_letter,0.1594
5338_3_det0,number_letter,0.1077
5338_3_det1,number_letter,0.1978
5338_3_det2,number_letter,0.1159
5338_8_det0,number_letter,0.1113
5338_8_det1,number_letter,0.1970
5338_8_det2,number_letter,0.1162
5375_2_det0,freeform_bbox,0.4790
5353_0_det0,arrow,0.1982
5353_0_det1,number_letter,0.3131
5353_0_det2,number_letter,0.3502
5353_0_det3,arrow,0.2199
5353_2_det0,number_letter,0.3478
5353_2_det1,number_letter,0.3853
5353_5_det0,number_letter,0.3199
5353_5_det1,number_letter,0.3492
5353_6_det0,freeform_bbox,0.2482
5353_6_det1,freeform_bbox,0.2974
5353_6_det2,number_letter,0.3262
5353_6_det3,number_letter,0.3480
5383_2_det0,arrow,0.1788
5383_2_det1,arrow,0.1677
5418_0_det1,freeform_bbox,0.5695
5418_0_det2,arrow,0.1508
5418_0_det4,arrow,0.0800
5415_0_det1,number_letter,0.2222
5415_0_det2,number_letter,0.2381
5415_0_det3,number_letter,0.1866
5415_0_det4,number_letter,0.2665
5443_6_det0,arrow,0.2359
5443_6_det2,number_letter,0.1572
5443_6_det3,number_letter,0.1149
5443_6_det4,number_letter,0.1278
5443_6_det5,number_letter,0.1308
5443_6_det7,number_letter,0.1322
5443_6_det8,freeform_bbox,0.2630
5443_6_det9,number_letter,0.1763
5443_6_det10,number_letter,0.1736
5453_0_det0,freeform_bbox,0.4775
5453_0_det1,number_letter,0.2256
5453_0_det2,number_letter,0.2685
543_4_det1,freeform_bbox,0.6017
5473_2_det0,arrow,0.2632
5473_2_det1,arrow,0.2240
550_0_det0,arrow,0.2243
550_0_det1,number_letter,0.2360
550_0_det2,number_letter,0.2133
550_0_det3,number_letter,0.2570
5477_3_det0,arrow,0.1157
5477_3_det2,arrow,0.1445
5477_6_det0,arrow,0.2621
5477_6_det1,number_letter,0.2295
5477_6_det2,number_letter,0.2348
5519_0_det0,arrow,0.1923
5519_0_det1,freeform_bbox,0.5271
5519_0_det2,arrow,0.1053
5530_3_det0,arrow,0.2397
5563_1_det0,arrow,0.1072
5563_1_det1,arrow,0.1344
5563_4_det0,number_letter,0.0647
